,small cell vs. small cell
318,1.0016114739083701
319,1.0025310108824501
320,1.0037811087381048
321,1.0053491208710976
322,1.007224987727635
323,1.009408753382974
324,1.0118452723613665
325,1.0144983873560094
326,1.0173279828844146
327,1.0202783905617174
328,1.0232886300358544
329,1.026302597010351
330,1.0292502319569568
331,1.0320719435351295
332,1.0347162311592715
333,1.0371292160313788
334,1.0392378830778355
335,1.041029087881511
336,1.0424748204367131
337,1.0435381629111282
338,1.044209057359715
339,1.0445105637430243
340,1.0444559218088412
341,1.0440454051146948
342,1.0433379866953523
343,1.0423796026142627
344,1.0412143441525317
345,1.039893419335652
346,1.038484400728515
347,1.0370402757473336
348,1.035617589308704
349,1.0342708765765554
350,1.0330400109840705
351,1.0319608302435397
352,1.0310821677617974
353,1.0304114225173422
354,1.0299607129965789
355,1.0297436874170318
356,1.0297699885379799
357,1.0300186425620155
358,1.0304805654206912
359,1.0311538788165278
360,1.0320150687312872
361,1.0330407966490367
362,1.0342132470529
363,1.0355207454418283
364,1.036932278379813
365,1.0384289183258117
366,1.0399919480824356
367,1.0415989896404745
368,1.043228693068281
369,1.044861430117866
370,1.0464713784266568
371,1.0480376486269833
372,1.0495410454470304
373,1.0509595497016575
374,1.0522599136733368
375,1.0534335954905183
376,1.0544635092190795
377,1.0553265184772962
378,1.0560094807349734
379,1.0565160352602678
380,1.056845150211438
381,1.0569885611287397
382,1.0569704098832582
383,1.0568108059522459
384,1.0565303599101723
385,1.0561550288854795
386,1.0557239836230223
387,1.0552688241797827
388,1.054824051290551
389,1.0544240824284514
390,1.054094080599699
391,1.0538556419766925
392,1.0537356232298496
393,1.053735139401847
394,1.05385546674311
395,1.054095856403638
396,1.0544498122513049
397,1.0548950284659504
398,1.0554142767404724
399,1.0559897973870729
400,1.0565969931790542
401,1.0572142901064285
402,1.057822664950664
403,1.0583995038613114
404,1.0589305118631687
405,1.0594018565333783
406,1.0597982214035582
407,1.060104997945554
408,1.0603174638593158
409,1.060427542879691
410,1.0604205134630489
411,1.0602955980938658
412,1.0600533484976495
413,1.0596933116326106
414,1.0592120253895678
415,1.0586296669107593
416,1.0579615303016232
417,1.057227309649451
418,1.0564595095668343
419,1.055696548067784
420,1.054978817093551
421,1.0543631201083365
422,1.0538991835135678
423,1.0536353416528954
424,1.0536257869183843
425,1.0539410786634755
426,1.0546007845539074
427,1.0556359772867805
428,1.0570890656841294
429,1.0589667539387617
430,1.061244758365571
431,1.0639033078607223
432,1.0669334112098403
433,1.0702538434291682
434,1.0737991266254532
435,1.0774984599191748
436,1.0812605924633258
437,1.0849867583603443
438,1.0885864703178434
439,1.0919490510761638
440,1.0949787557992043
441,1.097603615635096
442,1.0997515183552653
443,1.1013031703588212
444,1.102257858002003
445,1.102584719223786
446,1.1022447638299686
447,1.101219867950237
448,1.0995671523826114
449,1.0973172464135188
450,1.0944836736848964
451,1.091155282278275
452,1.0874159621130683
453,1.0833420743278717
454,1.0790148064126233
455,1.0745494222409275
456,1.0700367670060513
457,1.0655758045352202
