,small cell vs. small cell
381,1.0455428804710158
382,1.0459139350640707
383,1.0462885782830396
384,1.0466677768011572
385,1.0470528676295963
386,1.0474457810025766
387,1.0478475859022063
388,1.0482586599317802
389,1.0486781834361807
390,1.049103918526833
391,1.0495322139780952
392,1.0499564708142861
393,1.050370361448658
394,1.050766641443538
395,1.051136696159594
396,1.0514707024684427
397,1.051764686558095
398,1.052014041490351
399,1.0522129817982333
400,1.052362537716091
401,1.0524664444254965
402,1.0525284179536152
403,1.0525507571150654
404,1.0525434294854883
405,1.0525120875683458
406,1.052461067957431
407,1.052393610264041
408,1.0523116152246539
409,1.0522137372510936
410,1.0520948451372063
411,1.0519495546049558
412,1.0517719270275472
413,1.0515552552641125
414,1.0512905739271385
415,1.0509793680623998
416,1.0506237640772034
417,1.0502298108124644
418,1.0498133592324488
419,1.0493975379181952
420,1.0490096869336505
421,1.048691541501275
422,1.048483638493184
423,1.0484274596337233
424,1.0485709554973606
425,1.0489780061393692
426,1.049672313637545
427,1.0506868081629317
428,1.052065239893151
429,1.0538210806441093
430,1.0559392417857807
431,1.0584077554969118
432,1.061225190616144
433,1.064321866522479
434,1.0676413678083865
435,1.0711219340670322
436,1.0746823557973515
437,1.0782308799800862
438,1.0816836718368983
439,1.0849383170707163
440,1.087903665453293
441,1.090510014481017
442,1.0926878271952245
443,1.0943240672095111
444,1.095413927503638
445,1.0959258610783644
446,1.0958208587660923
447,1.095079146858814
448,1.0937515662027038
449,1.0918647140845432
450,1.0894289015389678
451,1.0865256159044474
452,1.0832322175742584
453,1.0796190409589506
454,1.0757603302954928
455,1.0717644052555635
456,1.0677160591626664
457,1.0637074613681627
458,1.0598353892606254
459,1.0561701992835486
460,1.0527798921868692
461,1.0497564224936584
462,1.0471306402350389
463,1.0449289199792096
464,1.0431804401744635
465,1.0419240805470715
466,1.0411170338762539
467,1.040743686043456
468,1.0407978387682124
469,1.0412388802236823
470,1.0420099915417975
471,1.0430702949250665
472,1.0443942552103778
473,1.0459192689203527
474,1.0476063050137279
475,1.0494254031236723
476,1.051351137007386
477,1.0533540777460204
478,1.0554191260592085
479,1.0575386226947567
480,1.0597043200843508
481,1.061910964732929
482,1.064156809462566
483,1.0664442061945645
484,1.0687666610318927
485,1.0711201807009765
486,1.0734993242512183
487,1.0758940352287918
488,1.0782911017398373
489,1.080676904914858
490,1.0830315088368174
491,1.0853361797410412
492,1.08757434600172
493,1.08972740747945
494,1.091764037324788
495,1.093678172554645
496,1.0954553906672855
497,1.097074494096499
498,1.0985198592267058
499,1.0997938750569716
500,1.100890079928484
501,1.1017868578802295
502,1.1024938279076262
503,1.1030143649282755
504,1.1033452858731467
505,1.1034755737824997
506,1.103424469284037
507,1.1031942107344286
508,1.1027814394145006
509,1.1021937166603313
510,1.1014414572233475
511,1.1005281120632595
512,1.0994585224738878
