,type_ off  vs. type_ off ,type_ off  vs. type_ on ,type_ on  vs. type_ off ,type_ on  vs. type_ on 
293,1.3054796024402249,0.7521397650623427,0.7521397650623427,1.1795687777457002
294,1.3031497125844695,0.7530364283471527,0.7530364283471527,1.1803396237578725
295,1.3006988457295983,0.7540323395222122,0.7540323395222122,1.1810370097687195
296,1.2981496713432856,0.7551185686493662,0.7551185686493661,1.1816538782742416
297,1.2955248436116826,0.7562855387428014,0.7562855387428014,1.182184583134501
298,1.292845132289625,0.7575261312132762,0.757526131213276,1.1826203686958634
299,1.290130032945193,0.7588328260998949,0.7588328260998948,1.1829548215525478
300,1.2873973117712019,0.7602005546445748,0.7602005546445748,1.1831782544510026
301,1.2846623746847818,0.7616239756087516,0.7616239756087516,1.183284304379866
302,1.2819389754186539,0.7631002247761965,0.7631002247761965,1.183263189345612
303,1.279237686241364,0.7646261598412678,0.7646261598412678,1.1831094160619604
304,1.2765673933676926,0.7662011842324815,0.7662011842324815,1.1828139635462074
305,1.273933329026019,0.7678242716113983,0.7678242716113983,1.1823729742269313
306,1.2713388620520316,0.769497059818298,0.7694970598182979,1.1817790133961033
307,1.2687836524294513,0.7712204552112824,0.7712204552112824,1.1810305232362177
308,1.2662651469472077,0.7729981995359451,0.7729981995359451,1.180122405723452
309,1.263777495097259,0.77483285590131,0.77483285590131,1.179055925519885
310,1.2613120885500766,0.7767300452614864,0.7767300452614864,1.177828959579905
311,1.2588579242007503,0.7786936309041388,0.7786936309041386,1.1764459479736482
312,1.2564004895142298,0.7807308009894027,0.7807308009894027,1.17490823961579
313,1.2539242686443808,0.7828462974651772,0.7828462974651772,1.1732236157892137
314,1.2514092792987508,0.785048486536363,0.785048486536363,1.1713972317053774
315,1.2488363868834444,0.7873425206281658,0.7873425206281658,1.1694401814330913
316,1.2461808462171176,0.7897374904283792,0.7897374904283792,1.1673615835829299
317,1.2434210140591775,0.7922384638429742,0.7922384638429742,1.1651756237015314
318,1.2405283422083846,0.7948547529051886,0.7948547529051886,1.162895354258391
319,1.237479960007987,0.7975908397938902,0.7975908397938902,1.1605376458784524
320,1.2342447031263923,0.8004557217879393,0.8004557217879393,1.158119263055723
321,1.230799876261669,0.8034528087905954,0.8034528087905954,1.1556591825617524
322,1.2271130808694943,0.806590232699694,0.806590232699694,1.1531774641827854
323,1.223163268109396,0.8098698802363481,0.8098698802363478,1.1506944558847803
324,1.2189183433128,0.813298473281282,0.813298473281282,1.1482329019899689
325,1.2143603863955081,0.8168759812320461,0.8168759812320461,1.1458136514675492
326,1.2094592531061732,0.8206072001785951,0.8206072001785951,1.1434613344744464
327,1.2042015833363644,0.8244898660528878,0.8244898660528878,1.1411963220285295
328,1.1985608792276154,0.828526387460696,0.828526387460696,1.1390441576076573
329,1.1925296522437585,0.83271204969713,0.8327120496971302,1.1370236808903444
330,1.1860867241575173,0.8370464932367102,0.8370464932367102,1.135160227970201
331,1.17923159504281,0.8415224542759241,0.8415224542759241,1.1334700237584185
332,1.1719499713869337,0.8461365328492979,0.8461365328492979,1.1319769683492111
333,1.164249185014846,0.8508789531124243,0.8508789531124243,1.1306936142258455
334,1.1561231880951803,0.8557431359857842,0.8557431359857842,1.1296411457663866
335,1.147587634486195,0.8607169776861009,0.8607169776861009,1.128827477887368
336,1.1386457784768336,0.8657907352193069,0.8657907352193069,1.128269821294161
337,1.1293216624703393,0.8709503115366208,0.8709503115366208,1.1279706553638087
338,1.1196284992910255,0.8761829806014381,0.8761829806014381,1.1279420662724
339,1.1095983096338329,0.8814731303343895,0.8814731303343895,1.1281805436097703
340,1.099254442295785,0.886805398499037,0.886805398499037,1.1286920961915792
341,1.0886359846984726,0.8921632605363832,0.8921632605363832,1.1294669832180826
342,1.0777760697042074,0.8975292176261783,0.8975292176261783,1.1305044681777894
343,1.0667194515302174,0.9028865279039643,0.9028865279039643,1.1317887061718013
344,1.055508154159588,0.9082161813961694,0.9082161813961694,1.1333119038847048
345,1.044190766004028,0.9135019642973404,0.9135019642973404,1.135052632301649
346,1.0328168009460885,0.9187240678429864,0.9187240678429864,1.1369961320693465
347,1.0214365143987478,0.9238675523365825,0.9238675523365825,1.1391162966114166
348,1.0101050776442149,0.928912562580678,0.9289125625806778,1.1413919053394506
349,0.9988720449999754,0.9338461283421634,0.9338461283421634,1.1437934228606954
350,0.9877960959328038,0.9386490906934895,0.9386490906934895,1.1462940602647365
351,0.9769236714178985,0.9433110461357007,0.9433110461357009,1.1488623645485023
352,0.9663146331509609,0.9478142185532298,0.9478142185532298,1.1514671973315744
353,0.9560100158551402,0.9521512324300926,0.9521512324300926,1.1540768537741957
354,0.9460685107292727,0.9563062867579272,0.9563062867579272,1.1566572989182073
355,0.9365237256426101,0.9602753347563057,0.9602753347563056,1.1591782717322676
356,0.9274309459571408,0.9640450226253372,0.9640450226253372,1.1616044163122945
357,0.9188147316773188,0.9676147634267986,0.9676147634267986,1.1639085130407734
358,0.9107249692550642,0.9709739902427372,0.9709739902427372,1.1660554649565151
359,0.9031760402665361,0.9741255431088656,0.9741255431088656,1.1680224758351005
360,0.8962107778725791,0.9770618500585022,0.9770618500585022,1.1697761781992884
